GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,HD01_VD12,HD01_VD13,HD01_VD14,HD01_VD15,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19,HD01_VD20,HD01_VD21,HD01_VD22,HD01_VD23,HD01_VD24,HD01_VD25,HD01_VD26,HD01_VD27,HD01_VD28,HD01_VD29,HD01_VD30,HD01_VD31,HD01_VD32,HD01_VD33,HD01_VD34,HD01_VD35,HD01_VD36,HD01_VD37,HD01_VD38,HD01_VD39,HD01_VD40,HD01_VD41,HD01_VD42,HD01_VD43,HD01_VD44,HD01_VD45,HD01_VD46,HD01_VD47,HD01_VD48,HD01_VD49
1500000US130630403021,1.31E+11,"Block Group 1, Census Tract 403.02, Clayton County, Georgia",1301,695,143,8,27,36,15,0,52,65,65,92,69,18,15,27,19,0,0,21,0,11,0,0,12,606,40,92,38,3,24,27,0,28,101,72,13,38,33,11,41,0,14,0,0,7,12,0,12
1500000US130630403022,1.31E+11,"Block Group 2, Census Tract 403.02, Clayton County, Georgia",1096,455,34,58,8,0,0,0,6,0,0,102,20,0,16,20,76,14,9,18,15,18,24,17,0,641,63,96,62,0,27,0,0,56,61,7,27,64,36,34,22,0,9,14,0,9,23,15,16
1500000US130630403023,1.31E+11,"Block Group 3, Census Tract 403.02, Clayton County, Georgia",1675,944,93,79,66,146,57,0,12,67,47,148,71,0,54,17,43,0,14,0,17,13,0,0,0,731,79,34,86,35,0,11,24,17,51,129,36,102,19,21,25,0,29,0,10,0,23,0,0
1500000US130630403024,1.31E+11,"Block Group 4, Census Tract 403.02, Clayton County, Georgia",1009,483,43,26,70,36,10,0,0,6,7,0,18,40,88,30,40,0,9,9,11,27,0,13,0,526,28,27,32,67,42,27,15,22,28,13,60,61,26,10,27,0,10,0,0,0,23,0,8
1500000US130630403031,1.31E+11,"Block Group 1, Census Tract 403.03, Clayton County, Georgia",1873,920,10,84,79,16,71,0,54,0,98,34,46,45,159,188,0,0,0,0,0,10,0,9,17,953,66,154,182,43,0,24,0,49,46,60,55,51,87,0,10,0,0,26,42,0,35,23,0
1500000US130630403032,1.31E+11,"Block Group 2, Census Tract 403.03, Clayton County, Georgia",1093,429,0,0,100,14,0,28,0,59,0,49,41,48,35,0,34,0,0,12,0,0,9,0,0,664,55,128,43,0,50,0,0,82,52,53,0,63,19,78,0,0,18,0,0,0,23,0,0
1500000US130630403033,1.31E+11,"Block Group 3, Census Tract 403.03, Clayton County, Georgia",1212,449,40,75,11,40,0,0,0,0,34,0,50,26,21,62,16,34,11,0,13,0,16,0,0,763,145,17,8,0,0,0,0,32,94,85,76,72,49,85,0,0,30,0,0,32,0,30,8
1500000US130630403034,1.31E+11,"Block Group 4, Census Tract 403.03, Clayton County, Georgia",1362,483,100,0,51,0,0,0,0,22,140,80,0,11,31,0,0,21,0,0,0,18,9,0,0,879,72,180,60,0,41,0,0,0,66,139,23,99,92,71,0,0,18,8,0,0,0,10,0
1500000US130630403035,1.31E+11,"Block Group 5, Census Tract 403.03, Clayton County, Georgia",820,490,120,68,99,2,0,0,0,0,30,45,39,45,14,14,0,0,0,0,8,0,6,0,0,330,3,111,37,0,0,0,0,0,102,8,17,34,0,0,0,0,0,0,0,11,7,0,0
1500000US130630403036,1.31E+11,"Block Group 6, Census Tract 403.03, Clayton County, Georgia",780,343,52,42,21,0,0,0,0,0,35,97,0,26,9,8,37,0,0,0,0,0,8,0,8,437,16,0,51,14,0,0,0,0,87,0,62,8,28,22,0,0,118,0,11,13,0,7,0
1500000US130630403061,1.31E+11,"Block Group 1, Census Tract 403.06, Clayton County, Georgia",2202,1232,163,136,0,23,0,0,29,91,142,195,50,87,150,0,52,0,76,27,11,0,0,0,0,970,146,151,148,12,0,24,0,64,122,123,70,27,18,14,0,0,10,0,33,0,8,0,0
1500000US130630403062,1.31E+11,"Block Group 2, Census Tract 403.06, Clayton County, Georgia",1882,886,151,71,67,21,59,32,0,132,86,54,10,64,0,81,0,39,19,0,0,0,0,0,0,996,180,88,106,0,89,24,0,67,116,132,52,51,9,43,8,0,0,0,17,14,0,0,0
1500000US130630403071,1.31E+11,"Block Group 1, Census Tract 403.07, Clayton County, Georgia",1632,942,115,104,85,56,6,0,6,40,64,21,70,76,78,86,28,0,20,0,10,59,12,0,6,690,41,17,16,22,15,14,0,31,69,40,66,52,85,67,47,22,11,5,11,48,11,0,0
1500000US130630403072,1.31E+11,"Block Group 2, Census Tract 403.07, Clayton County, Georgia",2665,1268,41,143,69,92,37,42,38,58,50,24,28,216,96,57,102,32,19,56,40,7,0,13,8,1397,147,66,133,70,27,0,0,8,129,82,19,147,113,141,92,24,0,11,0,83,73,17,15
1500000US130630403081,1.31E+11,"Block Group 1, Census Tract 403.08, Clayton County, Georgia",2295,1421,44,112,75,10,42,3,0,159,194,191,170,88,52,69,78,54,31,0,11,16,12,10,0,874,114,24,0,7,9,46,0,72,96,61,62,49,45,40,31,55,24,0,51,7,47,3,31
1500000US130630403082,1.31E+11,"Block Group 2, Census Tract 403.08, Clayton County, Georgia",1625,946,54,109,47,53,2,3,0,12,99,12,92,73,138,25,29,6,31,0,30,32,51,37,11,679,122,22,48,28,0,0,0,0,141,57,25,35,19,50,25,7,46,0,33,0,5,0,16
1500000US130630403083,1.31E+11,"Block Group 3, Census Tract 403.08, Clayton County, Georgia",841,414,22,0,51,35,7,28,16,9,8,30,58,24,10,47,0,37,6,0,10,4,12,0,0,427,0,33,58,36,0,0,0,0,32,18,41,72,14,64,13,0,4,8,12,10,6,0,6
1500000US130630404071,1.31E+11,"Block Group 1, Census Tract 404.07, Clayton County, Georgia",1854,964,64,87,51,42,0,0,17,26,97,111,28,106,30,72,70,19,36,9,47,21,7,5,19,890,67,24,88,14,22,18,30,15,29,130,52,43,52,85,64,50,6,7,13,23,32,4,22
1500000US130630404072,1.31E+11,"Block Group 2, Census Tract 404.07, Clayton County, Georgia",2129,803,95,34,85,27,66,0,0,20,74,33,40,35,36,120,30,0,29,0,20,45,14,0,0,1326,136,117,106,44,85,0,15,84,77,90,214,69,66,86,36,0,7,42,26,13,2,0,11
1500000US130630404081,1.31E+11,"Block Group 1, Census Tract 404.08, Clayton County, Georgia",1841,850,105,17,55,0,75,27,0,14,0,23,95,18,27,147,34,55,24,44,0,27,26,0,37,991,14,107,65,22,25,15,53,37,89,11,146,58,60,0,64,55,26,0,24,30,54,0,36
1500000US130630404082,1.31E+11,"Block Group 2, Census Tract 404.08, Clayton County, Georgia",3762,1722,84,103,112,59,182,0,82,30,167,96,143,299,115,16,68,6,0,86,13,20,41,0,0,2040,255,135,72,78,175,110,47,101,76,183,132,63,58,171,43,63,72,20,33,48,32,6,67
1500000US130630404083,1.31E+11,"Block Group 3, Census Tract 404.08, Clayton County, Georgia",2292,1055,126,40,24,67,0,29,0,0,56,79,134,163,63,40,103,0,0,42,34,15,15,25,0,1237,33,183,45,46,6,16,0,60,172,85,39,95,60,64,90,96,44,0,22,38,0,14,29
1500000US130630404091,1.31E+11,"Block Group 1, Census Tract 404.09, Clayton County, Georgia",2656,1269,85,99,130,75,53,49,11,11,90,75,53,75,84,126,50,75,27,14,14,43,11,19,0,1387,73,51,93,29,51,52,42,88,94,143,73,43,80,129,111,39,69,16,42,35,28,6,0
1500000US130630404092,1.31E+11,"Block Group 2, Census Tract 404.09, Clayton County, Georgia",3072,1624,306,172,57,53,31,0,23,50,100,110,138,166,120,132,31,24,37,26,33,8,7,0,0,1448,30,128,98,85,30,49,0,82,50,86,218,119,94,113,61,40,40,19,4,18,59,25,0
1500000US130630404101,1.31E+11,"Block Group 1, Census Tract 404.10, Clayton County, Georgia",5364,2873,395,277,308,124,74,0,0,127,297,164,210,75,234,260,125,28,15,0,64,49,0,15,32,2491,434,174,166,117,42,0,0,133,62,159,243,240,138,154,116,29,94,0,88,35,29,6,32
1500000US130630404102,1.31E+11,"Block Group 2, Census Tract 404.10, Clayton County, Georgia",1271,529,0,76,131,19,0,0,0,0,111,0,67,0,54,31,21,0,0,0,0,0,19,0,0,742,34,206,83,0,0,0,39,97,33,74,0,62,17,31,0,0,21,0,0,45,0,0,0
1500000US130630404111,1.31E+11,"Block Group 1, Census Tract 404.11, Clayton County, Georgia",2971,1476,123,164,154,166,81,45,36,78,10,134,66,141,21,61,119,40,0,24,0,0,13,0,0,1495,174,79,80,58,0,0,0,18,72,120,382,87,116,79,109,19,0,61,0,18,12,0,11
1500000US130630404112,1.31E+11,"Block Group 2, Census Tract 404.11, Clayton County, Georgia",2857,1320,0,108,291,70,0,0,0,70,59,0,157,147,63,43,43,92,77,14,25,38,22,0,1,1537,125,68,213,26,0,0,0,63,66,40,156,143,146,172,14,18,98,19,112,42,8,5,3
1500000US130630404113,1.31E+11,"Block Group 3, Census Tract 404.11, Clayton County, Georgia",2039,1070,123,33,24,15,0,0,0,0,180,41,125,71,36,60,118,31,88,66,34,0,11,14,0,969,1,16,31,0,0,0,18,150,41,107,73,0,106,58,182,20,23,28,0,53,0,38,24
1500000US130630404114,1.31E+11,"Block Group 4, Census Tract 404.11, Clayton County, Georgia",4770,1990,185,142,242,110,89,0,37,141,94,123,141,91,206,173,61,16,95,0,20,8,16,0,0,2780,276,118,100,214,14,65,20,117,334,169,298,117,169,252,270,30,37,72,20,7,16,43,22
1500000US130630404121,1.31E+11,"Block Group 1, Census Tract 404.12, Clayton County, Georgia",2705,1339,82,105,101,47,36,16,0,146,118,172,45,87,106,93,105,0,36,0,0,24,0,20,0,1366,38,127,75,82,54,0,42,22,132,17,194,116,68,141,111,0,48,16,0,21,15,47,0
1500000US130630404122,1.31E+11,"Block Group 2, Census Tract 404.12, Clayton County, Georgia",2966,1046,147,90,51,0,141,10,0,0,80,161,123,115,117,0,0,0,0,11,0,0,0,0,0,1920,162,0,90,0,0,24,133,207,281,149,162,164,209,231,60,0,0,33,15,0,0,0,0
1500000US130630404123,1.31E+11,"Block Group 3, Census Tract 404.12, Clayton County, Georgia",2348,1093,99,0,116,0,61,0,0,24,46,147,196,20,135,0,87,22,36,20,0,45,26,13,0,1255,158,45,22,32,12,0,21,0,170,111,0,47,119,103,92,16,70,11,57,67,29,50,23
1500000US130630404131,1.31E+11,"Block Group 1, Census Tract 404.13, Clayton County, Georgia",3179,1737,170,105,172,42,52,31,0,0,170,204,117,57,175,81,224,0,48,60,18,0,0,0,11,1442,79,31,105,19,32,0,64,135,110,135,142,67,101,76,81,62,50,30,70,11,14,0,28
1500000US130630404132,1.31E+11,"Block Group 2, Census Tract 404.13, Clayton County, Georgia",4194,1864,160,170,192,154,30,56,16,64,83,160,158,154,123,198,40,13,18,0,41,17,0,17,0,2330,137,139,284,164,47,0,86,0,99,269,160,249,218,215,63,61,42,19,0,45,24,9,0
1500000US130630404141,1.31E+11,"Block Group 1, Census Tract 404.14, Clayton County, Georgia",1701,843,28,80,20,49,10,0,15,60,63,236,81,37,25,36,27,0,10,0,19,47,0,0,0,858,61,24,83,34,30,0,16,71,68,71,57,28,105,29,86,10,11,11,0,35,7,13,8
1500000US130630404151,1.31E+11,"Block Group 1, Census Tract 404.15, Clayton County, Georgia",1275,660,23,78,0,48,0,0,34,44,79,25,61,0,28,58,22,9,55,19,50,0,27,0,0,615,0,44,23,48,8,0,0,96,41,54,67,86,37,0,30,0,39,0,0,42,0,0,0
1500000US130630404152,1.31E+11,"Block Group 2, Census Tract 404.15, Clayton County, Georgia",2035,892,47,0,85,16,101,0,38,68,265,0,42,54,0,63,89,0,0,0,8,16,0,0,0,1143,76,0,133,36,0,47,106,89,36,32,30,93,120,98,10,48,8,0,14,83,73,11,0
1500000US130630404153,1.31E+11,"Block Group 3, Census Tract 404.15, Clayton County, Georgia",686,382,0,0,30,28,0,28,0,0,48,44,87,0,117,0,0,0,0,0,0,0,0,0,0,304,16,36,0,0,0,0,0,98,6,0,62,0,0,50,0,26,10,0,0,0,0,0,0
1500000US130630404154,1.31E+11,"Block Group 4, Census Tract 404.15, Clayton County, Georgia",2041,1062,168,101,14,57,19,0,30,108,80,193,201,38,21,0,21,0,11,0,0,0,0,0,0,979,72,94,297,0,0,0,27,46,60,130,85,95,16,0,47,10,0,0,0,0,0,0,0
1500000US130630404161,1.31E+11,"Block Group 1, Census Tract 404.16, Clayton County, Georgia",2185,1042,149,36,78,74,0,0,22,89,27,40,83,33,73,99,104,20,41,30,11,26,0,7,0,1143,14,155,41,32,57,39,18,11,39,166,87,94,64,162,61,0,23,29,23,13,10,5,0
1500000US130630404162,1.31E+11,"Block Group 2, Census Tract 404.16, Clayton County, Georgia",1774,789,67,17,244,15,0,15,0,20,31,23,98,73,1,78,20,10,9,49,0,13,6,0,0,985,173,172,98,46,65,0,0,11,40,83,64,9,24,65,81,0,8,0,25,11,0,0,10
1500000US130630404171,1.31E+11,"Block Group 1, Census Tract 404.17, Clayton County, Georgia",2379,868,211,52,69,35,42,0,47,61,54,66,39,52,23,30,51,0,27,0,0,0,0,0,9,1511,160,195,32,76,48,49,0,64,130,215,173,103,70,61,59,14,16,0,0,9,0,0,37
1500000US130630404172,1.31E+11,"Block Group 2, Census Tract 404.17, Clayton County, Georgia",539,254,17,38,16,4,0,0,18,0,0,0,37,13,65,0,0,0,0,10,9,8,10,9,0,285,26,28,34,13,0,0,0,0,0,14,25,33,50,15,0,0,8,0,21,0,0,9,9
1500000US130630404173,1.31E+11,"Block Group 3, Census Tract 404.17, Clayton County, Georgia",1492,729,19,75,167,36,29,39,1,62,92,0,27,10,44,24,27,0,0,0,30,47,0,0,0,763,53,47,42,21,51,0,0,131,106,58,73,0,42,10,35,24,40,0,0,12,0,18,0
1500000US130630405091,1.31E+11,"Block Group 1, Census Tract 405.09, Clayton County, Georgia",1779,901,37,85,46,63,13,0,24,27,51,57,63,64,66,61,33,45,31,34,35,44,22,0,0,878,60,54,30,0,0,0,21,71,101,80,38,83,42,64,26,58,57,18,36,12,12,0,15
1500000US130630405092,1.31E+11,"Block Group 2, Census Tract 405.09, Clayton County, Georgia",2920,1388,119,126,62,60,27,14,37,113,132,144,81,17,31,118,134,88,29,21,7,24,4,0,0,1532,109,260,35,33,9,29,35,18,116,63,213,3,100,98,202,40,49,27,8,48,4,26,7
1500000US130630405101,1.31E+11,"Block Group 1, Census Tract 405.10, Clayton County, Georgia",1952,867,64,58,126,10,14,0,18,101,52,22,115,48,65,55,22,0,40,16,32,9,0,0,0,1085,74,139,78,77,28,38,0,29,39,45,211,39,100,40,32,14,23,14,13,19,8,17,8
1500000US130630405102,1.31E+11,"Block Group 2, Census Tract 405.10, Clayton County, Georgia",1396,636,72,86,26,45,14,14,0,0,33,22,68,50,68,40,39,0,29,7,6,8,0,9,0,760,62,32,67,59,58,18,41,24,65,21,22,7,48,80,67,21,7,18,27,13,3,0,0
1500000US130630405121,1.31E+11,"Block Group 1, Census Tract 405.12, Clayton County, Georgia",2611,1394,155,97,96,82,10,0,79,103,142,22,132,148,26,90,67,0,98,0,32,0,15,0,0,1217,102,91,21,54,86,41,0,113,42,68,73,85,115,59,74,80,23,32,58,0,0,0,0
1500000US130630405122,1.31E+11,"Block Group 2, Census Tract 405.12, Clayton County, Georgia",582,349,26,55,0,0,27,13,32,29,0,20,10,25,33,11,0,8,16,12,15,17,0,0,0,233,0,10,0,10,0,0,0,0,16,9,0,40,9,11,41,27,27,22,11,0,0,0,0
1500000US130630405123,1.31E+11,"Block Group 3, Census Tract 405.12, Clayton County, Georgia",1701,753,48,39,54,75,0,0,68,56,56,13,78,55,10,50,82,0,12,20,0,14,23,0,0,948,39,77,40,69,0,0,41,36,36,74,31,64,106,82,161,32,10,0,0,31,0,19,0
1500000US130630405131,1.31E+11,"Block Group 1, Census Tract 405.13, Clayton County, Georgia",1414,658,20,71,0,114,0,0,0,19,9,0,126,0,59,6,56,16,40,24,0,59,11,28,0,756,0,37,0,140,0,0,0,57,20,24,38,116,25,77,51,4,82,23,6,0,28,16,12
1500000US130630405132,1.31E+11,"Block Group 2, Census Tract 405.13, Clayton County, Georgia",1659,489,0,14,14,55,0,0,0,28,34,0,23,17,84,57,5,12,6,45,25,63,7,0,0,1170,19,28,0,22,22,0,122,70,0,0,51,85,103,35,166,0,91,83,80,48,45,28,72
1500000US130630405133,1.31E+11,"Block Group 3, Census Tract 405.13, Clayton County, Georgia",2069,919,64,38,100,58,74,21,0,110,0,14,40,37,141,76,41,6,39,14,1,22,23,0,0,1150,0,89,78,59,13,41,20,0,72,97,45,99,228,51,81,42,31,18,25,41,10,0,10
1500000US130630405141,1.31E+11,"Block Group 1, Census Tract 405.14, Clayton County, Georgia",1156,468,0,35,52,27,0,0,0,26,36,40,0,41,53,40,31,33,37,0,17,0,0,0,0,688,60,18,36,8,0,0,0,0,112,29,13,141,114,25,67,0,25,0,10,30,0,0,0
1500000US130630405142,1.31E+11,"Block Group 2, Census Tract 405.14, Clayton County, Georgia",2007,1024,155,128,51,67,25,59,36,30,57,37,73,81,38,92,16,12,0,12,0,55,0,0,0,983,123,106,67,24,70,0,0,20,84,98,79,77,114,54,0,0,0,0,0,67,0,0,0
1500000US130630405143,1.31E+11,"Block Group 3, Census Tract 405.14, Clayton County, Georgia",3958,1867,218,228,142,33,61,19,40,96,244,58,162,93,94,129,83,26,58,0,0,51,32,0,0,2091,202,167,117,14,63,38,0,124,228,183,177,102,75,179,106,77,58,0,28,44,109,0,0
1500000US130630405151,1.31E+11,"Block Group 1, Census Tract 405.15, Clayton County, Georgia",849,398,80,13,13,0,31,0,0,0,0,46,87,12,0,34,38,0,15,0,29,0,0,0,0,451,136,0,0,0,0,0,0,42,14,38,61,72,0,14,15,37,0,12,0,10,0,0,0
1500000US130630405152,1.31E+11,"Block Group 2, Census Tract 405.15, Clayton County, Georgia",2560,1310,148,130,176,9,40,16,0,0,143,11,26,145,126,118,50,0,83,0,47,0,0,42,0,1250,62,47,89,68,55,59,0,51,31,90,130,112,81,100,56,105,13,0,44,19,20,0,18
1500000US130630405153,1.31E+11,"Block Group 3, Census Tract 405.15, Clayton County, Georgia",1743,884,78,135,99,14,158,24,0,20,51,61,0,70,25,16,44,14,24,0,0,21,16,0,14,859,89,13,104,59,33,0,0,81,51,11,38,85,122,83,52,0,13,12,0,13,0,0,0
1500000US130630405154,1.31E+11,"Block Group 4, Census Tract 405.15, Clayton County, Georgia",2851,1048,87,28,77,20,15,69,0,114,141,110,43,72,96,14,69,31,14,31,0,17,0,0,0,1803,173,177,67,94,61,45,0,128,224,146,207,69,108,31,147,44,10,0,12,11,0,49,0
1500000US130630405161,1.31E+11,"Block Group 1, Census Tract 405.16, Clayton County, Georgia",3540,1577,275,44,265,77,61,12,12,18,112,76,100,90,145,95,100,25,32,0,23,15,0,0,0,1963,81,68,190,44,33,10,0,10,160,59,170,198,279,53,201,86,57,19,135,69,13,13,15
1500000US130630405162,1.31E+11,"Block Group 2, Census Tract 405.16, Clayton County, Georgia",1396,794,144,72,60,19,17,0,0,0,54,87,24,114,20,13,17,0,131,0,0,0,22,0,0,602,86,0,48,21,52,0,80,0,0,15,100,54,0,47,19,14,31,0,21,14,0,0,0
1500000US130630405163,1.31E+11,"Block Group 3, Census Tract 405.16, Clayton County, Georgia",1168,551,143,92,18,30,0,0,0,8,0,26,87,33,9,27,48,0,13,17,0,0,0,0,0,617,133,54,33,14,0,24,0,16,71,12,34,119,0,49,0,0,28,0,16,0,1,13,0
1500000US130630405181,1.31E+11,"Block Group 1, Census Tract 405.18, Clayton County, Georgia",690,339,63,46,35,32,0,0,0,0,23,34,0,18,14,30,6,0,20,0,4,0,14,0,0,351,38,19,50,5,0,0,27,37,0,50,0,49,10,0,7,0,10,10,19,20,0,0,0
1500000US130630405182,1.31E+11,"Block Group 2, Census Tract 405.18, Clayton County, Georgia",2989,1366,117,149,217,106,5,60,0,88,236,12,67,84,24,149,40,7,5,0,0,0,0,0,0,1623,115,181,125,85,39,85,75,93,73,143,61,85,177,147,49,6,19,26,16,9,0,7,7
1500000US130630405183,1.31E+11,"Block Group 3, Census Tract 405.18, Clayton County, Georgia",1455,747,0,63,50,13,41,45,0,11,50,123,103,27,108,13,49,0,17,11,8,4,0,0,11,708,85,122,34,28,0,0,0,0,70,66,16,77,43,50,27,27,7,24,0,5,4,23,0
1500000US130630405191,1.31E+11,"Block Group 1, Census Tract 405.19, Clayton County, Georgia",3429,1633,192,106,21,47,45,41,24,137,103,175,134,246,87,34,103,36,34,0,0,32,36,0,0,1796,186,139,105,24,116,36,11,232,168,234,124,163,46,24,111,15,14,7,8,25,8,0,0
1500000US130630405192,1.31E+11,"Block Group 2, Census Tract 405.19, Clayton County, Georgia",889,413,57,24,27,23,0,0,0,14,0,18,14,59,41,106,0,18,12,0,0,0,0,0,0,476,38,39,93,0,21,13,0,29,45,43,41,38,60,0,0,0,0,16,0,0,0,0,0
1500000US130630405201,1.31E+11,"Block Group 1, Census Tract 405.20, Clayton County, Georgia",720,289,30,42,34,0,0,0,0,18,70,16,4,24,7,0,24,0,0,13,0,7,0,0,0,431,42,45,76,0,0,0,24,0,48,35,0,34,27,11,23,36,10,0,0,20,0,0,0
1500000US130630405202,1.31E+11,"Block Group 2, Census Tract 405.20, Clayton County, Georgia",575,326,7,20,0,7,6,0,17,0,73,32,61,13,21,69,0,0,0,0,0,0,0,0,0,249,22,19,0,32,0,0,0,25,14,5,0,13,63,17,28,11,0,0,0,0,0,0,0
1500000US130630405203,1.31E+11,"Block Group 3, Census Tract 405.20, Clayton County, Georgia",2049,967,31,145,96,0,0,0,0,48,92,106,115,208,76,8,0,31,6,0,0,0,5,0,0,1082,66,58,40,117,61,0,34,48,55,68,135,100,172,31,17,20,0,6,27,10,11,0,6
1500000US130630405211,1.31E+11,"Block Group 1, Census Tract 405.21, Clayton County, Georgia",1882,919,106,42,94,9,21,20,0,100,48,18,65,194,11,91,0,17,0,27,18,6,25,0,7,963,117,168,74,51,8,0,23,9,104,61,49,63,50,69,42,10,8,0,7,20,0,15,15
1500000US130630405212,1.31E+11,"Block Group 2, Census Tract 405.21, Clayton County, Georgia",1571,778,17,21,121,29,10,0,27,10,115,0,68,70,118,34,79,0,32,0,12,0,5,10,0,793,0,21,33,70,6,0,38,13,50,22,45,87,107,107,70,0,36,14,5,12,0,0,57
